scenario_group,uncertainty_steps,avg_unsafe_probability,avg_solvency_close_cap,avg_user_close_cap,avg_adaptive_close_cap,max_adaptive_close_cap
drawdown,31,0.28850146348738287,0.22934445658831557,0.16770293524697266,0.20484966118140777,0.5
normal,4,0.16039972189774462,0.10346553817579662,0.1358342162096886,0.1349716930616446,0.5
oracle shock,7,0.4859205591396724,0.32722837274457667,0.27463617851114336,0.3143498724637854,0.5
