scenario,mechanism,bad_debt_rate,max_bad_debt,bad_debt_es95,avg_bad_debt,false_liquidation_count,false_liquidation_loss,total_user_loss,liquidation_count,liquidation_timing,liquidation_delay,early_liquidation_lead,ending_collateral_eth,ending_debt_usdc,scenario_group,delay_for_score,solvency_feasible,pareto_efficient,topsis_score,topsis_rank,bad_debt_es95_rank,false_liquidation_loss_rank,total_user_loss_rank,liquidation_delay_rank,liquidation_count_rank,mean_rank,metric_win_count,user_risk_axis,protocol_risk_axis
random_normal_05,uspl,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,0.0,1.0,1408.8469240486904,normal,0.0,True,True,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,0.0,0.0
random_normal_06,fixed,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,0.0,1.0,1418.9873489394035,normal,0.0,True,True,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,0.0,0.0
random_normal_06,twap,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,0.0,1.0,1418.9873489394035,normal,0.0,True,True,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,0.0,0.0
random_normal_06,buffer,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,0.0,1.0,1418.9873489394035,normal,0.0,True,True,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,0.0,0.0
random_normal_06,uspl,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,0.0,1.0,1418.9873489394035,normal,0.0,True,True,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,0.0,0.0
random_normal_07,fixed,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,0.0,1.0,1407.807612453203,normal,0.0,True,True,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,0.0,0.0
random_normal_07,twap,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,0.0,1.0,1407.807612453203,normal,0.0,True,True,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,0.0,0.0
random_normal_07,buffer,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,0.0,1.0,1407.807612453203,normal,0.0,True,True,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,0.0,0.0
random_normal_07,uspl,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,0.0,1.0,1407.807612453203,normal,0.0,True,True,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,0.0,0.0
random_normal_08,fixed,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,0.0,1.0,1474.6168918022247,normal,0.0,True,True,1.0,2.0,2.5,2.0,2.0,2.5,2.0,2.2,5,0.0,0.0
